ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
66,what is diclofenac sodium topical gel used for,"Diclofenac topical gel (Voltaren) is used to relieve pain from osteoarthritis (arthritis caused by a breakdown of the lining of the joints) in certain joints such as those of the knees, ankles, feet, elbows, wrists, and hands. 
Diclofenac is also available as a 3% gel (Solaraze; generic) that is applied to the skin to treat actinic keratosis (flat, scaly growths on the skin caused by too much sun exposure).","Diclofenac is used to treat ankylosing spondylitis, migraine headaches, osteoarthritis, painful menstrual periods, and rheumatoid arthritis.","['Diclofenac  may require  Alternative treatments if not effective', 'Diclofenac  should be discontinued if  Severe side effects occur', 'Diclofenac  should be stored at  Room temperature', 'Diclofenac  has brand names  Cambia  Cataflam  Voltaren XR  Zipsor  Zorvolex', 'Diclofenac  comes in form of  Tablets  Solution  Capsules  Delayed release tablets  Extended release tablets  Powder for solution', 'Diclofenac  interacts with  SNRIs  SSRIs  Anticoagulants  Oral steroids', 'Diclofenac  treats  Ankylosing spondylitis  Migraine headaches  Osteoarthritis  Painful menstrual periods  Rheumatoid arthritis', 'Diclofenac  should not be taken by  Patients undergoing CABG  Patients with NSAID allergies  Patients with asthma and nasal polyps  Patients with heart failure  Patients with history of ulcers or bleeding disorders  Patients with liver or kidney disease  Patients with phenylketonuria  Patients with porphyria  Patients with recent heart attack  Pregnant patients around or after 20 weeks', 'Diclofenac  may cause  High blood pressure  Blisters  Diarrhea  Dizziness  Fever  Flu like symptoms  Headache  Hives  Hoarseness  Lack of energy  Loss of appetite  Nausea  Rash  Stomach pain  Vomiting  Yellowing of the skin or eyes  Itching  Constipation  Anemia  Back pain  Bleeding in stomach or intestines  Cloudy discolored or bloody urine  Death  Difficult or painful urination  Difficulty breathing or swallowing  Excessive tiredness  Fast heartbeat  Fatal allergic reactions  Fatal behavioral problems  Fatal blood problems  Fatal cognitive problems  Fatal developmental problems  Fatal emotional problems  Fatal endocrine problems  Fatal gastrointestinal problems  Fatal genetic problems  Fatal heart problems  Fatal immune problems  Fatal kidney damage  Fatal liver damage  Fatal metabolic problems  Fatal musculoskeletal problems  Fatal neurological problems  Fatal occupational problems  Fatal psychiatric problems  Fatal reproductive problems  Fatal respiratory problems  Fatal side effects  Fatal skin reactions  Fatal social problems  Fluid retention  Gas or bloating  Gastrointestinal bleeding  Heart attack  Heart failure  Holes in stomach or intestine  Kidney damage  Kidney failure  Life threatening allergic reactions  Life threatening behavioral problems  Life threatening blood problems  Life threatening cognitive problems  Life threatening developmental problems  Life threatening emotional problems  Life threatening endocrine problems  Life threatening gastrointestinal problems  Life threatening genetic problems  Life threatening heart problems  Life threatening immune problems  Life threatening kidney damage  Life threatening liver damage  Life threatening metabolic problems  Life threatening musculoskeletal problems  Life threatening neurological problems  Life threatening occupational problems  Life threatening psychiatric problems  Life threatening reproductive problems  Life threatening respiratory problems  Life threatening side effects  Life threatening skin reactions  Life threatening social problems  Liver damage  Liver failure  Pale skin  Ringing in the ears  Serious allergic reactions  Serious behavioral problems  Serious blood problems  Serious cognitive problems  Serious developmental problems  Serious emotional problems  Serious endocrine problems  Serious gastrointestinal problems  Serious genetic problems  Serious heart problems  Serious immune problems  Serious kidney damage  Serious liver damage  Serious metabolic problems  Serious musculoskeletal problems  Serious neurological problems  Serious occupational problems  Serious psychiatric problems  Serious reproductive problems  Serious respiratory problems  Serious side effects  Serious skin reactions  Serious social problems  Severe allergic reactions  Severe skin reactions  Shortness of breath or difficulty breathing  Skin reactions  Stroke  Swelling of the abdomen feet ankles or lower legs  Swelling of the eyes face tongue lips throat arms or hands  Ulcers  Unexplained weight gain']"
67,what is amlodipine ?,"Amlodipine is used alone or in combination with other medications to treat high blood pressure and chest pain (angina). Amlodipine is in a class of medications called calcium channel blockers. It lowers blood pressure by relaxing the blood vessels so the heart does not have to pump as hard. It controls chest pain by increasing the supply of blood to the heart. If taken regularly, amlodipine controls chest pain, but it does not stop chest pain once it starts. Your doctor may prescribe a different medication to take when you have chest pain.","Amlodipine is a medication that belongs to the class of Calcium channel blockers. It is used to treat Angina, Coronary artery disease, and High blood pressure. Amlodipine lowers blood pressure and should be taken around the same time every day, once a day, with or without food. It does not cure Angina, Coronary artery disease, or High blood pressure, and does not stop chest pain once it starts. Amlodipine may cause side effects. It should be disposed of through a medicine take back program and stored at room temperature.","['Amlodipine  may be prescribed  For other uses', 'Amlodipine  lowers  Blood pressure', 'Amlodipine  should be taken  Around the same time every day  Once a day  With or without food', 'Amlodipine  is used to treat  Angina  Coronary artery disease  High blood pressure', 'Amlodipine  may cause  Side effects', 'Amlodipine  does not cure  Angina  Coronary artery disease  High blood pressure', 'Amlodipine  does not stop  Chest pain once it starts', 'Amlodipine  belongs to class  Calcium channel blockers', 'Amlodipine  should be disposed of  Through medicine take back program', 'Amlodipine  should be stored  At room temperature']"
68,what is the medication riva-clonazepam,"Clonazepam is used alone or in combination with other medications to control certain types of seizures. It is also used to relieve panic attacks (sudden, unexpected attacks of extreme fear and worry about these attacks). Clonazepam is in a class of medications called benzodiazepines. It works by decreasing abnormal electrical activity in the brain.",Riva-clonazepam is a sedative hypnotic medication that works by slowing brain activity.,['Sedative hypnotics  work by  Slowing brain activity']
69,when is the best time to take lotensin,"Benazepril comes as a tablet to take by mouth. It is usually taken once or twice a day with or without food. To help you remember to take benazepril, take it around the same time(s) every day.",The best time to take Lotensin should be determined based on your individual healthcare provider's recommendation. It is important to regularly check your blood pressure while taking Lotensin.,['Blood pressure  should be checked  Regularly']
70,if diclofenac is instilled in the wrong eye what happens,"Instill the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not instill extra eye drops to make up for a missed dose.","If diclofenac is instilled in the wrong eye, it may lead to potential side effects such as swelling, eye pain, and redness in that eye. It is important to use diclofenac ophthalmic in the correct eye to avoid any unnecessary discomfort or complications.","['Diclofenac Ophthalmic  is used to treat  Swelling  Eye pain  Redness', 'Diclofenac Ophthalmic  has brand name  Voltaren Eye Drops', 'Diclofenac Ophthalmic  works by stopping production of  Natural substances causing pain and swelling', 'Diclofenac Topical  should be discontinued if  severe side effects occur', 'Diclofenac Ophthalmic  belongs to class  Nonsteroidal anti inflammatory drugs', 'Diclofenac Topical  is used to treat  actinic keratosis', 'Diclofenac Ophthalmic  is used in patients recovering from  Cataract surgery  Corneal refractive surgery', 'Diclofenac  should be discontinued if  Severe side effects occur', 'Diclofenac  may require  Alternative treatments if not effective', 'Ketorolac Ophthalmic  comes as  Solution']"
71,tretinoin medication treats what disorder,"Tretinoin is used to treat acute promyelocytic leukemia (APL; a type of cancer in which there are too many immature blood cells in the blood and bone marrow) in people who have not been helped by other types of chemotherapy or whose condition has improved but then worsened following treatment with other types of chemotherapy. Tretinoin is used to produce remission (a decrease or disappearance of signs and symptoms of cancer) of APL, but other medications must be used after treatment with tretinoin to prevent the cancer from returning. Tretinoin is in a class of medications called retinoids. It works by slowing or stopping the growth of cancer cells by causing immature blood cells to develop into normal blood cells.",Tretinoin is used to treat Acute Promyelocytic Leukemia.,"['Tretinoin  requires  Monitoring for severe side effects', 'Tretinoin  should be taken  Under supervision of experienced doctor', 'Tretinoin  may cause  RA APL syndrome  Dizziness or severe headache  Increase in blood fats  Liver dysfunction  Heart dysfunction  increase in white blood cells  Birth defects  Side effects', 'Tretinoin  may affect  Liver function  Heart function', 'Tretinoin  must not be taken by  Pregnant patients', 'Tretinoin  is used to treat  Acute promyelocytic leukemia', 'Tretinoin  has brand name  Vesanoid®', 'Tretinoin  may increase  Cholesterol levels']"
72,is pramipexole addictive?,"you should know that some people who took medications such as pramipexole to treat Parkinson's disease or restless legs syndrome developed gambling problems, an increased interest in shopping or sex, overeating problems, or other intense urges or behaviors that were compulsive or unusual for them. There is not enough information to tell whether the people developed these problems because they took the medication or for other reasons. Call your doctor if you develop intense urges or have difficulty controlling any of these behaviors. Tell your family members about these risks so that they can call the doctor even if you do not realize that your behavior has become a problem.","Pramipexole is not considered addictive. It is a medication used to treat Parkinson's disease and restless legs syndrome by controlling symptoms, but it does not cure these conditions. It may cause various side effects such as weakness, abnormal body movements, changes in vision, and compulsive behaviors. If severe side effects occur, discontinuation of pramipexole may be necessary.","['Pramipexole  requires  specific dosage for effectiveness', 'Pramipexole  may be taken with or without  Food', 'Pramipexole  is a type of  Dopamine agonists', 'Pramipexole  comes as  Extended release tablet  Tablet', 'Pramipexole  may require  discontinuation if severe side effects occur', 'Pramipexole  is also known as  Mirapex® ER  Mirapex®', ""Pramipexole  is used to treat  Parkinson's disease  Restless legs syndrome"", ""Pramipexole  does not cure  Parkinson's disease  Restless legs syndrome"", ""Pramipexole  controls symptoms of  Parkinson's disease  Restless legs syndrome"", 'Pramipexole  may cause  weakness  Abnormal body movements  Abnormal thoughts  Aggressive behavior  Changes in vision  Compulsive behaviors  Muscle stiffness  Muscle tenderness  Muscle weakness  Sudden sleep  abnormal dreams  agitation  bending forward at waist  changes in posture  changes in sitting or standing posture  changes in way of controlling balance  changes in way of controlling body  changes in way of controlling coordination  changes in way of controlling motor skills  changes in way of controlling movements  changes in way of controlling muscles  changes in way of controlling physical abilities  changes in way of controlling physical actions  changes in way of controlling physical activities  changes in way of controlling physical awareness  changes in way of controlling physical behavior  changes in way of controlling physical cognition  changes in way of controlling physical consciousness  changes in way of controlling physical decision making  changes in way of controlling physical experiences  changes in way of controlling physical feelings  changes in way of controlling physical functions  changes in way of controlling physical judgment  changes in way of controlling physical knowledge  changes in way of controlling physical learning  changes in way of controlling physical memory  changes in way of controlling physical movements  changes in way of controlling physical perceptions  changes in way of controlling physical performance  changes in way of controlling physical planning  changes in way of controlling physical problem solving  changes in way of controlling physical reactions  changes in way of controlling physical reasoning  changes in way of controlling physical responses  changes in way of controlling physical sensations  changes in way of controlling physical thinking  changes in way of controlling physical understanding  changes in way of controlling posture  changes in way of moving  changes in way of sitting or standing  changes in way of sitting  changes in way of standing  changes in way of walking  constipation  dark or cola colored urine  diarrhea  difficulty remembering  difficulty sleeping  difficulty urinating  dry mouth  falling  frequent urination  intense urges or compulsive behaviors  loss of balance  neck bending forward  pain in back arms or legs  painful joints  stiff joints  swollen joints  tilting sideways when sitting or standing  Dizziness  Fainting  Nausea  Confusion  Hallucinations  Drowsiness  heartburn  Sweating  Lightheadedness']"
73,how to take clotrimazole,"Clotrimazole comes as a cream, lotion, powder, and solution to apply to the skin; lozenges (called troches) to dissolve in the mouth; and vaginal tablets and vaginal cream to be inserted into the vagina. Clotrimazole is usually used five times a day for 14 days for oral thrush, twice a day (in the morning and evening) for 2 to 8 weeks for skin infections, and once a day at bedtime for 3 or 7 days for vaginal infections. Follow the directions on the package or your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use clotrimazole exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor.

To use the topical cream, lotion, or solution, thoroughly clean the infected area, allow it to dry, and then gently rub the medication in until most of it disappears. Use just enough medication to cover the affected area. You should wash your hands after applying the medication.

The lozenges should be placed in the mouth and dissolved slowly over about 15 to 30 minutes. Do not chew or swallow the lozenges whole.","To take clotrimazole vaginal, you should follow these steps:
1. Store it at room temperature away from excess heat and moisture.
2. It works by stopping the growth of fungi.
3. It is in the class of antifungal medications called imidazoles.
4. It is used to treat vaginal yeast infections.
5. Be aware that it may cause increased burning, itching, or irritation of the vagina, which are serious side effects requiring discontinuation.
6. Any side effects should be reported to the FDA MedWatch Adverse Event Reporting program.
7. Side effects may include dizziness, drowsiness, and mental health changes.
8. Some side effects may require discontinuation of other medications, so contact your doctor immediately if needed.
9. Common side effects include burning, dryness, irritation, stinging, acne, delayed weight gain, peeling, slowed growth, uncontrollable shaking, nervousness, headache, nausea, vomiting, cough, throat irritation, muscle pain, and rash.","['Clotrimazole Vaginal  should be stored  at room temperature away from excess heat and moisture', 'Clotrimazole Vaginal  works by stopping  growth of fungi', 'Clotrimazole Vaginal  is in class of  antifungal medications called imidazoles', 'Clotrimazole Vaginal  is used to treat  vaginal yeast infections', 'Clotrimazole Vaginal  may cause  increased burning itching or irritation of the vagina  serious side effects requiring discontinuation', 'Side effects  should be reported to  FDA MedWatch Adverse Event Reporting program', 'Side effects  can be reported to  FDA MedWatch Adverse Event Reporting program', 'Side effects  may include  dizziness drowsiness and mental health changes', 'Side effects  may require  Discontinuation of Tocilizumab Injection  contacting doctor immediately  Discontinuation of Prednisone  Discontinuation of Trazodone  Discontinuation of Lithium  discontinuation of Memantine', 'Side effects  include  Burning  Dryness  Irritation  Stinging  Acne  Delayed weight gain  Peeling  Slowed growth  Uncontrollable shaking nervousness headache nausea vomiting cough throat irritation muscle pain  Rash']"
74,how to apply clonidine patch on chest,"Apply clonidine patches to clean, dry skin on a hairless area on the upper, outer arm or upper chest. Choose an area where it will not be rubbed by tight clothing. Do not apply patches to skin that has wrinkles or folds or to skin that is cut, scraped, irritated, scarred or recently shaved. You may bathe, swim, or shower while you are wearing a clonidine patch.

If the clonidine patch loosens while wearing it, apply the adhesive cover that comes with the patch. The adhesive cover will help to keep the clonidine patch on until it is time for the patch to be replaced. If the clonidine patch significantly loosens or falls off, replace it with a new one in a different area. Replace the new patch on your next scheduled patch change day.",The Clonidine Transdermal Patch should be applied to the skin. It is recommended to apply it to the upper chest area for optimal absorption.,"['Nicotine Transdermal Patch  should be applied to  Hip  Upper arm  Upper chest', 'Clonidine Transdermal Patch  may take  2 3 days to show full benefit', 'Clonidine Transdermal Patch  is applied to  Skin', 'Clonidine Transdermal Patch  works by decreasing  Heart rate', 'Clonidine Transdermal Patch  should not be stopped without consulting  Doctor', 'Clonidine Transdermal Patch  is in class  Centrally acting alpha agonist hypotensive agents', 'Clonidine Transdermal Patch  works by relaxing  Blood vessels', 'Clonidine Transdermal Patch  requires  Specific dosage', 'Clonidine Transdermal Patch  can cause  Rapid rise in blood pressure if stopped suddenly', 'Clonidine Transdermal Patch  is used to treat  High blood pressure']"
75,how 9is cyanocobalamin adminitsered,"Cyanocobalamin comes as a solution (liquid) to be injected into a muscle or just under the skin. It is usually injected by a healthcare provider in an office or clinic. You will probably receive cyanocobalamin injection once a day for the first 6-7 days of your treatment. As your red blood cells return to normal, you will probably receive the medication every other day for 2 weeks, and then every 3-4 days for 2-3 weeks. After your anemia has been treated, you will probably receive the medication once a month to prevent your symptoms from coming back.","Cyanocobalamin Injection is injected by a healthcare provider under the skin or into the muscle. It is given as a test for Vitamin B12 absorption and is used to prevent Vitamin B12 deficiency. Regular injections are required for effectiveness. Cyanocobalamin Injection may cause side effects such as diarrhea and swelling. It may require consultation if pregnant, have a history of specific conditions, or consuming alcohol. Discontinuation is necessary if side effects occur. It should be avoided with alcohol.","['Cyanocobalamin Injection  is injected by  Healthcare provider', 'Cyanocobalamin Injection  is given as a test for  Vitamin B12 absorption', 'Cyanocobalamin Injection  requires  Regular injections for effectiveness', 'Cyanocobalamin Injection  is used to prevent  Vitamin B12 deficiency', 'Cyanocobalamin Injection  may cause side effect  Diarrhea  Swelling', 'Cyanocobalamin Injection  is injected under  Skin', 'Cyanocobalamin Injection  may require  Consultation if pregnant  Consultation if history of specific conditions  Consultation if consuming alcohol  Discontinuation if side effects occur', 'Cyanocobalamin Injection  is injected into  Muscle', 'Cyanocobalamin Injection  may be given to  Unborn babies', 'Cyanocobalamin Injection  should be avoided with  Alcohol']"
76,how often can a prescription of fentanyl be called in,"Fentanyl comes as four different transmucosal products and several other types of products. The medication in each product is absorbed differently by the body, so one product cannot be substituted for any other fentanyl product. If you are switching from one product to another, your doctor will prescribe a dose that is best for you.

A program has been set up for each fentanyl product to decrease the risk of using the medication. Your doctor will need to enroll in the program in order to prescribe fentanyl and you will need to have your prescription filled at a pharmacy that is enrolled in the program. As part of the program, your doctor will talk with you about the risks and benefits of using fentanyl and about how to safely use, store, and dispose of the medication. After you talk with your doctor, you will sign a form acknowledging that you understand the risks of using fentanyl and that you will follow your doctor's instructions to use the medication safely. Your doctor will give you more information about the program and how to get your medication and will answer any questions you have about the program and your treatment with fentanyl.","Fentanyl should not be called in as a prescription. It should be used exactly as directed by a healthcare provider and requires monitoring for overdose symptoms, withdrawal symptoms, and breathing problems. It may cause serious harm or death if used by unprescribed individuals and should be disposed of through a take-back program or by flushing.","['Fentanyl  should be used exactly as  Directed by healthcare provider', 'Fentanyl  requires  Naloxone for overdose  Medication take back program  Doctor enrollment in prescribing program  Patient acknowledgment of risks  Medication Guide', 'Fentanyl  may cause serious harm or death if used by  Unprescribed individuals', 'Fentanyl  requires monitoring for  Overdose symptoms  Withdrawal symptoms  Breathing problems', 'Fentanyl  should be disposed of  Through take back program or by flushing', 'Fentanyl  may require alternative treatments if  Not effective', 'Fentanyl  may be habit forming  Especially with prolonged use', 'Fentanyl  should be monitored for  Effectiveness and side effects', 'Fentanyl  should not be used for  Short term pain such as migraines or injury', 'Fentanyl  should be stored  Out of reach of children']"
77,how can i split a 3mg or 4mg waefin pill so i can get a 2.5mg pill,"Warfarin comes as a tablet to take by mouth. It is usually taken once a day with or without food. Take warfarin at around the same time every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take warfarin exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor. Call your doctor immediately if you take more than your prescribed dose of warfarin.

Your doctor will probably start you on a low dose of warfarin and gradually increase or decrease your dose based on the results of your blood tests. Make sure you understand any new dosing instructions from your doctor.","It is not recommended to split a 3mg or 4mg warfarin pill to get a 2.5mg dose. Warfarin medication requires specific dosage for effectiveness and should be used as prescribed to ensure effectiveness. It is important to follow the prescribed dosage and not alter it by splitting pills. If a different dosage is needed, it is best to consult with a healthcare provider for proper guidance.","['Medication  requires  Specific dosage for effectiveness  Gradual dose reduction to prevent withdrawal  Specific dosage adjustment with opiates', 'Medication  ensures  effectiveness if used as prescribed', 'Medication  may require  discontinuation if side effects occur  Discontinuation if severe side effects occur  Alternative for patients 65 or older', 'Medication  should be stored at  Room temperature', 'Unused medication  should be disposed of through  medicine take back program', 'Medication  should have  Safety caps', 'Medication  should be kept out of reach of  Children', 'Medication  should be kept  Out of reach of children', 'Unneeded medications  should be disposed of through  Medicine take back program', 'Medication  should be disposed of through  Medicine take back program']"
78,why take simvastatin,"Simvastatin is used together with diet, weight-loss, and exercise to reduce the risk of heart attack and stroke and to decrease the chance that heart surgery will be needed in people who have heart disease or who are at risk of developing heart disease. Simvastatin is also used to decrease the amount of fatty substances such as low-density lipoprotein (LDL) cholesterol (''bad cholesterol'') and triglycerides in the blood and to increase the amount of high-density lipoprotein (HDL) cholesterol (''good cholesterol'') in the blood. Simvastatin may also be used to decrease the amount of cholesterol and other fatty substances in the blood in children and teenagers 10 to 17 years of age who have familial heterozygous hypercholesterolemia (an inherited condition in which cholesterol cannot be removed from the body normally). Simvastatin is in a class of medications called HMG-CoA reductase inhibitors (statins). It works by slowing the production of cholesterol in the body to decrease the amount of cholesterol that may build up on the walls of the arteries and block blood flow to the heart, brain, and other parts of the body.","Simvastatin is taken to treat conditions such as homozygous familial hypercholesterolemia, heart attack, and stroke. It should be continued even if feeling well unless advised by a doctor. Simvastatin should be disposed of through a take back program and stored at room temperature. It should not be taken during pregnancy unless high risk and with certain medications without consultation. Simvastatin may cause muscle pain or liver damage and may require discontinuation if side effects occur.","['Simvastatin  should be continued  even if feeling well unless advised by doctor', 'Simvastatin  should be disposed of  through a take back program', 'Simvastatin  is a type of  statins', 'Simvastatin  should be taken  on an empty stomach if suspension  once a day in the evening  with a properly marked measuring device if suspension', 'Simvastatin  should not be taken  during pregnancy unless high risk  with certain medications without consultation', 'Simvastatin  ensures  effectiveness with specific dosage', 'Simvastatin  is used to treat  homozygous familial hypercholesterolemia  heart attack  stroke', 'Simvastatin  may require  discontinuation if side effects occur', 'Simvastatin  may cause  muscle pain or liver damage', 'Simvastatin  should be stored  at room temperature']"
79,what time should take memantine,"Memantine comes as a tablet, a solution (liquid), and an extended-release (long-acting) capsule to take by mouth. The solution and tablet are usually taken once or twice a day with or without food. The capsule is taken once a day with or without food.",Memantine can be taken at any time of the day.,"[""Memantine  will not cure  Alzheimer's disease"", ""Memantine  helps control  Alzheimer's disease symptoms"", 'Memantine  comes as  tablet solution and extended release capsule', ""Memantine  is used to treat  Alzheimer's disease symptoms"", 'Memantine  may improve  ability to think and remember', 'Memantine  works by  decreasing abnormal brain activity', 'Memantine  is a class of  NMDA receptor antagonists', 'Memantine  can cause  side effects', 'Memantine  may cause  dizziness confusion aggression depression headache sleepiness diarrhea constipation nausea vomiting weight gain pain cough', 'Memantine  may interact with  Cimetidine  Sodium bicarbonate  Dextromethorphan  Ranitidine  Nicotine']"
80,what is the purpose or desired effect of aspirin,"Prescription aspirin is used to relieve the symptoms of rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), osteoarthritis (arthritis caused by breakdown of the lining of the joints), systemic lupus erythematosus (condition in which the immune system attacks the joints and organs and causes pain and swelling) and certain other rheumatologic conditions (conditions in which the immune system attacks parts of the body). Nonprescription aspirin is used to reduce fever and to relieve mild to moderate pain from headaches, menstrual periods, arthritis, colds, toothaches, and muscle aches. Nonprescription aspirin is also used to prevent heart attacks in people who have had a heart attack in the past or who have angina (chest pain that occurs when the heart does not get enough oxygen). Nonprescription aspirin is also used to reduce the risk of death in people who are experiencing or who have recently experienced a heart attack. Nonprescription aspirin is also used to prevent ischemic strokes (strokes that occur when a blood clot blocks the flow of blood to the brain) or mini-strokes (strokes that occur when the flow of blood to the brain is blocked for a short time) in people who have had this type of stroke or mini-stroke in the past. Aspirin will not prevent hemorrhagic strokes (strokes caused by bleeding in the brain). Aspirin is in a group of medications called salicylates. It works by stopping the production of certain natural substances that cause fever, pain, swelling, and blood clots.","The purpose or desired effect of aspirin is to reduce fever and mild to moderate pain, as well as to prevent heart attacks and ischemic strokes. Aspirin works by stopping the production of substances causing fever, pain, swelling, and blood clots. It should be taken exactly as directed by the package label or prescribed by a doctor.","['Aspirin  should be taken exactly as  Directed by the package label or prescribed by a doctor', 'Aspirin  may be replaced by alternative treatments if  Not effective in relieving pain or reducing fever', 'Aspirin  is used to reduce  Fever and mild to moderate pain', 'Aspirin  is used to prevent  Heart attacks and ischemic strokes', 'Aspirin  should be taken with  A full glass of water', 'Aspirin  should be disposed of through  Medicine take back program', 'Aspirin  should not be broken  crushed or chewed if It is an extended release tablet', 'Aspirin  should not be taken with ibuprofen if  Taken regularly to prevent heart attack or stroke without consulting a doctor', 'Aspirin  works by stopping  Production of substances causing fever pain swelling and blood clots', 'Aspirin  doses greater than 81 mg should not be taken if  Patient is pregnant around or after 20 weeks unless directed by a doctor']"
81,topiramate?,Topiramate is used alone or with other medications to treat certain types of seizures including primary generalized tonic-clonic seizures (formerly known as a grand mal seizure; seizure that involves the entire body) and partial onset seizures (seizures that involve only one part of the brain). Topiramate is also used with other medications to control seizures in people who have Lennox-Gastaut syndrome (a disorder that causes seizures and developmental delays). Topiramate is also used to prevent migraine headaches but not to relieve the pain of migraine headaches when they occur. Topiramate is in a class of medications called anticonvulsants. It works by decreasing abnormal excitement in the brain.,"Topiramate can prevent migraine headaches. It may cause serious side effects such as difficulty urinating, chills, bloody urine, bruising, memory problems, and loss of coordination. Topiramate should not be taken with NSAIDs, aspirin, ibuprofen, or naproxen. It may decrease the effectiveness of hormonal contraceptives. Topiramate may interact with alcohol. It has brand names Eprontia, Qudexy XR, Topamax, and Trokendi XR. Topiramate may cause burning, weight loss, muscle pain, and other side effects. It may harm the fetus. Topiramate can treat Lennox Gastaut syndrome, partial onset seizures, and primary generalized tonic clonic seizures. Additional birth control may be required if using hormonal contraceptives while taking topiramate.","['Topiramate  may cause serious  Difficulty urinating  Chills  Bloody urine  Bruising  Cloudy urine  Constant need to urinate  Difficulty concentrating  Double vision  Eye redness  Fast breathing  Feeling cold  Foul smelling urine  Inability to respond  Intense back pain  Loss of coordination  Loss of vision  Low body temperature  Memory problems  Pain when urinating  Pounding heartbeat  Shortness of breath  Side pain  Skin blisters  Skin peeling  Speech problems  Unusual bleeding  Worsening of seizures  Chest pain  Diarrhea  Fever  Loss of appetite  Rash  Vomiting  Eye pain  Confusion  Blurred vision  Irregular heartbeat  Coma  Excessive tiredness', 'Topiramate  can prevent  Migraine headaches', 'Topiramate  may require  Additional birth control if using hormonal contraceptives  Alternative medication if patient is pregnant  Avoiding alcohol within 6 hours of extended release capsules  Informing doctor if undergoing surgery  Not following a ketogenic diet  Discontinuation if severe side effects occur  Alternative treatments if not effective', 'Topiramate  should not be taken with  NSAIDs  Aspirin  Ibuprofen  Naproxen', 'Topiramate  may decrease effectiveness of  Hormonal contraceptives', 'Topiramate  may interact with  Alcohol', 'Topiramate  has brand name  Eprontia  Qudexy XR  Topamax  Trokendi XR', 'Topiramate  may cause  Burning  Weight loss  Muscle pain  Nosebleed  Bone pain  Change in ability to taste food  Excessive menstrual bleeding  Leg pain  Missed menstrual periods  Nervousness  Numbness  Slowed reactions  Tingling  Uncontrollable eye movements  Uncontrollable shaking  Headache  Nausea  Stomach pain  Constipation  Drowsiness  Dry mouth  Weakness  Back pain', 'Topiramate  may harm  Fetus', 'Topiramate  can treat  Lennox Gastaut syndrome  Partial onset seizures  Primary generalized tonic clonic seizures']"
82,levodopa carbidopa what will these drugs do to me if i take alcohol,Alcohol can make the side effects from levodopa and carbidopa worse.,"Taking alcohol with levodopa-carbidopa can increase the risk of side effects such as dizziness, drowsiness, and impaired coordination. It is important to consult with your healthcare provider before consuming alcohol while taking these medications.","['Carbidopa  prevents breakdown of  Levodopa', 'Carbidopa  belongs to class  Decarboxylase inhibitors', 'Levodopa  is converted to  Dopamine', 'Levodopa  belongs to class  Central nervous system agents']"
83,how long should wait to take another medicine after i take azithromycin,"if you are taking antacids containing aluminum hydroxide or magnesium hydroxide (Maalox, Mylanta, Tums, others), you will need to allow some time to pass between when you take a dose of these antacids and when you take a dose of azithromycin tablets or liquid. Ask your doctor or pharmacist how many hours before or after you take azithromycin you may take these medications. The extended-release suspension may be taken at any time with antacids.",You should wait around the same time every day before taking another medicine after taking azithromycin. Azithromycin should be taken once a day for 1-5 days and should be taken exactly as directed to ensure effectiveness.,"['Azithromycin  should be disposed of  through a medicine take back program', 'Azithromycin  should be taken  around the same time every day  exactly as directed', 'Azithromycin  should be taken with or without food  once a day for 1 5 days', 'Azithromycin  works by  stopping the growth of bacteria', 'Azithromycin  ensures  effectiveness when taken as directed', 'Azithromycin  will not work for  Colds  Flu', 'Azithromycin  may require  discontinuation if severe side effects occur', 'Azithromycin  is a class of  Macrolide antibiotics', 'Azithromycin  should not be taken with  Antacids containing aluminum hydroxide or magnesium hydroxide', 'Azithromycin  requires  specific dosage for effectiveness']"
