ID,Question,GT_Answer,SKnowGPT,Ranked_KG_output
69,when is the best time to take lotensin,"Benazepril comes as a tablet to take by mouth. It is usually taken once or twice a day with or without food. To help you remember to take benazepril, take it around the same time(s) every day.","The best time to take Lotensin (Benazepril) is not specifically stated in the provided medical knowledge information. However, it can be inferred that the frequency of administration is based on a patient's condition and response, and specific dosages are established by a doctor to ensure effectiveness and safety of treatment.

It would be best to consult with a doctor or pharmacist for personalized instructions on when to take Lotensin, as they can provide guidance based on individual circumstances.","['Frequency of administration  is based on  patients condition and response', 'Specific dosages established by doctor  ensures  effectiveness of treatment', 'Specific dosage adjustments  ensure  safety and effectiveness of Rivastigmine  effectiveness of Memantine', 'Specific dosage adjustments  may ensure  safety and effectiveness of Amlodipine', 'Careful dosage  ensures  safety and effectiveness of acetaminophen', 'Specific dosage for mebendazole  ensures  treatment efficacy', 'Specific dosage  ensures  effectiveness of Clotrimazole Vaginal  effectiveness of Dextroamphetamine  effectiveness of Aripiprazole  effectiveness of Azithromycin  effectiveness of Fluticasone and Vilanterol Oral Inhalation  effectiveness of Desonide Topical  effectiveness of Cyclobenzaprine  effectiveness  effectiveness of Amoxicillin and Clavulanic Acid  effectiveness of Pramipexole  effectiveness of Fluoxetine  effectiveness of fentanyl in pain management  effectiveness of Ciprofloxacin and Dexamethasone Otic  effectiveness of medication  effectiveness of Ezetimibe  effectiveness of Benazepril  effectiveness of Human Insulin Injection  effectiveness of Warfarin  Effectiveness of Pyridostigmine  effectiveness of Codeine  effectiveness of Propranolol']"
70,if diclofenac is instilled in the wrong eye what happens,"Instill the missed dose as soon as you remember it. However, if it is almost time for the next dose, skip the missed dose and continue your regular dosing schedule. Do not instill extra eye drops to make up for a missed dose.","If diclofenac is instilled in the wrong eye, it may cause burning or stinging in that eye, as well as sensitivity to light. Additionally, if the person has a known allergy to diclofenac or other NSAIDs, it can lead to serious side effects.","['Diclofenac Ophthalmic  may cause  burning or stinging in the eye  sensitivity to light  serious side effects', 'Diclofenac Ophthalmic  is contraindicated in  patients with known allergies to diclofenac or other NSAIDs', 'Ketorolac Ophthalmic  is contraindicated for  patients allergic to ketorolac or other NSAIDs', 'Diclofenac Ophthalmic  should be instilled  4 times a day for 2 weeks after cataract surgery  one hour before corneal refractive surgery  15 minutes after corneal refractive surgery', 'Diclofenac Ophthalmic  should not be used with  other NSAIDs without consulting a doctor', 'Diclofenac Ophthalmic  is used to treat  redness  swelling  eye pain', 'Diclofenac Ophthalmic  should not be used by  pregnant women without consulting a doctor  patients taking other NSAIDs without consulting a doctor', 'Diclofenac Ophthalmic  works by stopping  production of natural substances that cause pain and swelling', 'Diclofenac Ophthalmic  requires  proper storage away from heat and moisture', 'Ketorolac Ophthalmic  may interact with  aspirin and other NSAIDs']"
71,tretinoin medication treats what disorder,"Tretinoin is used to treat acute promyelocytic leukemia (APL; a type of cancer in which there are too many immature blood cells in the blood and bone marrow) in people who have not been helped by other types of chemotherapy or whose condition has improved but then worsened following treatment with other types of chemotherapy. Tretinoin is used to produce remission (a decrease or disappearance of signs and symptoms of cancer) of APL, but other medications must be used after treatment with tretinoin to prevent the cancer from returning. Tretinoin is in a class of medications called retinoids. It works by slowing or stopping the growth of cancer cells by causing immature blood cells to develop into normal blood cells.",Tretinoin medication treats Acute promyelocytic leukemia (APL).,"['Tretinoin  is used to treat  Acute promyelocytic leukemia APL', 'Tretinoin  is prescribed for  Patients who have not responded to other chemotherapy', 'Tretinoin  is monitored for  Cholesterol and liver function', 'Tretinoin  works by  Slowing or stopping the growth of cancer cells', 'Tretinoin  may cause  RA APL syndrome  Increase in white blood cells', 'Tretinoin  requires  Careful monitoring for side effects  Two forms of birth control during treatment', 'Tretinoin  may interact with  Other medications', 'Tretinoin  may lead to  Life threatening side effects if white blood cell count is high', 'Tretinoin  is in the class of  Retinoids', 'Tretinoin  requires negative pregnancy test  Before treatment']"
72,is pramipexole addictive?,"you should know that some people who took medications such as pramipexole to treat Parkinson's disease or restless legs syndrome developed gambling problems, an increased interest in shopping or sex, overeating problems, or other intense urges or behaviors that were compulsive or unusual for them. There is not enough information to tell whether the people developed these problems because they took the medication or for other reasons. Call your doctor if you develop intense urges or have difficulty controlling any of these behaviors. Tell your family members about these risks so that they can call the doctor even if you do not realize that your behavior has become a problem.","Based on the provided medical knowledge information, there is no explicit mention of pramipexole being addictive. However, it does mention that pramipexole may cause ""intense urges or compulsive behaviors"" as a possible side effect. This could be related to addiction, but without further information, I cannot confirm whether pramipexole is addictive or not.","['Pramipexole  is a type of  dopamine agonist', 'Pramipexole  may cause  nausea  dizziness  hallucinations  confusion  muscle stiffness  intense urges or compulsive behaviors', 'Pramipexole  is prescribed for  Parkinsons disease  restless legs syndrome', 'Pramipexole  requires  specific dosage for effectiveness', 'Pramipexole  controls symptoms of  Parkinsons disease  restless legs syndrome']"
73,how to take clotrimazole,"Clotrimazole comes as a cream, lotion, powder, and solution to apply to the skin; lozenges (called troches) to dissolve in the mouth; and vaginal tablets and vaginal cream to be inserted into the vagina. Clotrimazole is usually used five times a day for 14 days for oral thrush, twice a day (in the morning and evening) for 2 to 8 weeks for skin infections, and once a day at bedtime for 3 or 7 days for vaginal infections. Follow the directions on the package or your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Use clotrimazole exactly as directed. Do not use more or less of it or use it more often than prescribed by your doctor.

To use the topical cream, lotion, or solution, thoroughly clean the infected area, allow it to dry, and then gently rub the medication in until most of it disappears. Use just enough medication to cover the affected area. You should wash your hands after applying the medication.

The lozenges should be placed in the mouth and dissolved slowly over about 15 to 30 minutes. Do not chew or swallow the lozenges whole.","To take clotrimazole, apply it once a day at bedtime. It is used for vaginal yeast infections and typically prescribed for 3 or 7 days. Make sure to follow the specific dosage instructions for effectiveness. Additionally, store it at room temperature away from heat and moisture.","['Clotrimazole Vaginal  is used by  adults and children 12 years of age and older', 'Clotrimazole Vaginal  should be applied  once a day at bedtime', 'Clotrimazole Vaginal  is prescribed for  vaginal yeast infections', 'Clotrimazole Vaginal  should be stored  at room temperature away from heat and moisture', 'Clotrimazole Vaginal  requires  specific dosage for effectiveness', 'Clotrimazole Vaginal  may cause  increased burning itching irritation  severe side effects', 'Clotrimazole Vaginal  is contraindicated if  patient has severe allergic reactions', 'Clotrimazole Vaginal  is used for  3 or 7 days', 'Clotrimazole Vaginal  belongs to the class of  antifungal medications', 'Clotrimazole Vaginal  comes as a  cream']"
74,how to apply clonidine patch on chest,"Apply clonidine patches to clean, dry skin on a hairless area on the upper, outer arm or upper chest. Choose an area where it will not be rubbed by tight clothing. Do not apply patches to skin that has wrinkles or folds or to skin that is cut, scraped, irritated, scarred or recently shaved. You may bathe, swim, or shower while you are wearing a clonidine patch.

If the clonidine patch loosens while wearing it, apply the adhesive cover that comes with the patch. The adhesive cover will help to keep the clonidine patch on until it is time for the patch to be replaced. If the clonidine patch significantly loosens or falls off, replace it with a new one in a different area. Replace the new patch on your next scheduled patch change day.","The Clonidine Transdermal Patch is applied as a patch. The exact instruction for applying the patch on the chest is not specified, but it can be inferred that the patch should be placed on the chest area and replaced every 7 days. It's essential to follow the doctor's instructions and consult with them if you have any concerns or medical conditions.","['Clonidine Transdermal Patch  is applied as  patch', 'Clonidine Transdermal Patch  may require  consultation with doctor if pregnant or breastfeeding  consultation with doctor if allergic to clonidine  consultation with doctor if history of stroke heart attack or kidney disease', 'Clonidine Transdermal Patch  is also used for  smoking cessation therapy  menopausal hot flashes', 'Clonidine Transdermal Patch  belongs to class of  centrally acting alpha agonist hypotensive agents', 'Clonidine Transdermal Patch  should not be used if  pregnant or breastfeeding  allergic to clonidine  had a stroke  had a heart attack  has kidney disease  patient has a history of severe side effects', 'Clonidine Transdermal Patch  should be applied every  7 days', 'Clonidine Transdermal Patch  may cause  nervousness  headache  nausea  dry mouth  dizziness  difficulty sleeping  drowsiness  redness  burning  swelling  itching  tiredness  decreased sexual ability  lightheadedness upon standing', 'Clonidine Transdermal Patch  should be kept  away from heat and moisture', 'Clonidine Transdermal Patch  in case of emergency  call 911', 'Clonidine Transdermal Patch  requires  gradual dose decrease if discontinued']"
75,how 9is cyanocobalamin adminitsered,"Cyanocobalamin comes as a solution (liquid) to be injected into a muscle or just under the skin. It is usually injected by a healthcare provider in an office or clinic. You will probably receive cyanocobalamin injection once a day for the first 6-7 days of your treatment. As your red blood cells return to normal, you will probably receive the medication every other day for 2 weeks, and then every 3-4 days for 2-3 weeks. After your anemia has been treated, you will probably receive the medication once a month to prevent your symptoms from coming back.",Cyanocobalamin is administered by injection into the muscle or under the skin. It is available as a solution liquid and requires regular administration to maintain vitamin B12 levels.,"['Cyanocobalamin Injection  is administered as  solution liquid', 'Cyanocobalamin Injection  requires  regular administration to maintain vitamin B12 levels', 'Cyanocobalamin Injection  is injected into  muscle or under the skin', 'Cyanocobalamin Injection  is used to prevent  permanent nerve damage due to vitamin B12 deficiency', 'Cyanocobalamin Injection  is used to treat  vitamin B12 deficiency', 'Cyanocobalamin Injection  is necessary if  the patient cannot absorb vitamin B12 through the intestine', 'Cyanocobalamin Injection  is necessary for  patients with conditions affecting vitamin B12 absorption', 'Cyanocobalamin Injection  is indicated for  pernicious anemia  methylmalonic aciduria', 'Cyanocobalamin Injection  is contraindicated for  patients with allergy to cyanocobalamin', 'Cyanocobalamin Injection  is also known as  Vitamin B12']"
76,how often can a prescription of fentanyl be called in,"Fentanyl comes as four different transmucosal products and several other types of products. The medication in each product is absorbed differently by the body, so one product cannot be substituted for any other fentanyl product. If you are switching from one product to another, your doctor will prescribe a dose that is best for you.

A program has been set up for each fentanyl product to decrease the risk of using the medication. Your doctor will need to enroll in the program in order to prescribe fentanyl and you will need to have your prescription filled at a pharmacy that is enrolled in the program. As part of the program, your doctor will talk with you about the risks and benefits of using fentanyl and about how to safely use, store, and dispose of the medication. After you talk with your doctor, you will sign a form acknowledging that you understand the risks of using fentanyl and that you will follow your doctor's instructions to use the medication safely. Your doctor will give you more information about the program and how to get your medication and will answer any questions you have about the program and your treatment with fentanyl.","There is no specific information in the provided medical knowledge about how often a prescription of fentanyl can be called in. The information focuses on the safe use, precautions, and contraindications of fentanyl, but it does not provide guidance on the frequency of prescription refills or calls.","['Fentanyl  should only be prescribed by  doctors experienced in treating cancer pain', 'Fentanyl  may cause  life threatening breathing problems especially during the first 24 to 72 hours of treatment  serious harm or death if used by someone not prescribed the medication  withdrawal symptoms in newborns if used during pregnancy', 'Fentanyl  should not be prescribed if  the patient is not tolerant to narcotic medications', 'Fentanyl  is used to treat  breakthrough pain in cancer patients', 'Fentanyl  requires careful monitoring  by healthcare provider during treatment', 'Fentanyl  should not be used for  pain other than chronic cancer pain', 'Fentanyl  is habit forming  especially with prolonged use', 'Fentanyl  is contraindicated for  patients not tolerant to narcotic medications', 'Fentanyl  requires  specific dosage for effectiveness', 'Fentanyl  should be discontinued if  the patient experiences severe side effects']"
77,how can i split a 3mg or 4mg waefin pill so i can get a 2.5mg pill,"Warfarin comes as a tablet to take by mouth. It is usually taken once a day with or without food. Take warfarin at around the same time every day. Follow the directions on your prescription label carefully, and ask your doctor or pharmacist to explain any part you do not understand. Take warfarin exactly as directed. Do not take more or less of it or take it more often than prescribed by your doctor. Call your doctor immediately if you take more than your prescribed dose of warfarin.

Your doctor will probably start you on a low dose of warfarin and gradually increase or decrease your dose based on the results of your blood tests. Make sure you understand any new dosing instructions from your doctor.","I'm not able to provide advice on how to split a Waefin pill. The provided medical knowledge information emphasizes the importance of specific dosages established by a doctor to ensure effectiveness and avoid potential interactions or side effects. Splitting a pill without proper guidance from a healthcare provider may lead to inaccurate dosing, which can compromise treatment outcomes.

It's recommended that you consult with your healthcare provider for personalized guidance on managing your medication regimen. They can help you determine the appropriate dosage and administration instructions tailored to your specific needs.","['Medication  requires  specific dosage  specific dosage for effectiveness  specific dosage to ensure effectiveness', 'If the patient is taking interacting medications  then  they should discuss this with their healthcare provider', 'Specific dosages established by doctor  ensures  effectiveness of treatment', 'If the patient is taking other medications  then  they should inform their doctor to avoid potential interactions', 'If the medication is not stored properly  then  there is a risk of accidental ingestion by children', 'Unneeded medications  should be disposed of  properly and not flushed down the toilet  through medicine take back program  through medicine take back programs', 'Unused medication  should be discarded  out of reach of children and pets', 'Medication  may require  monitoring for side effects when taken with other medications', 'If the medication is unneeded  then  it should be disposed of through a medicine take back program  it should be disposed of properly through a medicine take back program', 'Unused medication  should be disposed of  after 14 days']"
78,why take simvastatin,"Simvastatin is used together with diet, weight-loss, and exercise to reduce the risk of heart attack and stroke and to decrease the chance that heart surgery will be needed in people who have heart disease or who are at risk of developing heart disease. Simvastatin is also used to decrease the amount of fatty substances such as low-density lipoprotein (LDL) cholesterol (''bad cholesterol'') and triglycerides in the blood and to increase the amount of high-density lipoprotein (HDL) cholesterol (''good cholesterol'') in the blood. Simvastatin may also be used to decrease the amount of cholesterol and other fatty substances in the blood in children and teenagers 10 to 17 years of age who have familial heterozygous hypercholesterolemia (an inherited condition in which cholesterol cannot be removed from the body normally). Simvastatin is in a class of medications called HMG-CoA reductase inhibitors (statins). It works by slowing the production of cholesterol in the body to decrease the amount of cholesterol that may build up on the walls of the arteries and block blood flow to the heart, brain, and other parts of the body.","You take simvastatin to reduce the risk of heart attack and stroke, as it slows the production of cholesterol in the body. Lowering cholesterol may prevent heart disease, angina, strokes, and heart attacks.","['Simvastatin  is used to  reduce the risk of heart attack and stroke', 'Simvastatin  is prescribed for  familial heterozygous hypercholesterolemia in children and teenagers', 'Simvastatin  works by  slowing the production of cholesterol in the body', 'Lowering cholesterol  may prevent  heart disease angina strokes and heart attacks', 'Simvastatin  may cause  side effects', 'Simvastatin  is contraindicated in  liver disease  pregnancy', 'Patients with cardiovascular risk factors  should inform  their doctor before using Diclofenac Topical']"
79,what time should take memantine,"Memantine comes as a tablet, a solution (liquid), and an extended-release (long-acting) capsule to take by mouth. The solution and tablet are usually taken once or twice a day with or without food. The capsule is taken once a day with or without food.","According to the provided medical knowledge information, there is no specific time mentioned for taking Memantine. However, it is recommended to take Memantine exactly as directed. It can be taken with or without food.","['Memantine  should be taken with  or without food', 'Memantine  should be taken  exactly as directed', 'Memantine  should be stored at  room temperature', 'Memantine  should not be taken with  alcohol', 'Memantine  is contraindicated in  patients with severe renal impairment', 'Memantine  is prescribed for  Alzheimers disease', 'Memantine  should be monitored for  interactions with other medications', 'Memantine  works by  decreasing abnormal activity in the brain', 'Memantine  may improve  ability to think and remember', 'Memantine  may cause  headache  nausea  vomiting  dizziness  side effects  weight gain  confusion  aggression  depression  sleepiness  pain anywhere in the body  cough']"
80,what is the purpose or desired effect of aspirin,"Prescription aspirin is used to relieve the symptoms of rheumatoid arthritis (arthritis caused by swelling of the lining of the joints), osteoarthritis (arthritis caused by breakdown of the lining of the joints), systemic lupus erythematosus (condition in which the immune system attacks the joints and organs and causes pain and swelling) and certain other rheumatologic conditions (conditions in which the immune system attacks parts of the body). Nonprescription aspirin is used to reduce fever and to relieve mild to moderate pain from headaches, menstrual periods, arthritis, colds, toothaches, and muscle aches. Nonprescription aspirin is also used to prevent heart attacks in people who have had a heart attack in the past or who have angina (chest pain that occurs when the heart does not get enough oxygen). Nonprescription aspirin is also used to reduce the risk of death in people who are experiencing or who have recently experienced a heart attack. Nonprescription aspirin is also used to prevent ischemic strokes (strokes that occur when a blood clot blocks the flow of blood to the brain) or mini-strokes (strokes that occur when the flow of blood to the brain is blocked for a short time) in people who have had this type of stroke or mini-stroke in the past. Aspirin will not prevent hemorrhagic strokes (strokes caused by bleeding in the brain). Aspirin is in a group of medications called salicylates. It works by stopping the production of certain natural substances that cause fever, pain, swelling, and blood clots.","The purpose or desired effect of aspirin is to:

* Lower the risk of blood clots in patients with artificial heart valves or certain heart conditions
* Relieve mild to moderate pain
* Prevent heart attacks and ischemic strokes
* Reduce fever
* Treat Rheumatoid arthritis, Osteoarthritis, and Systemic lupus erythematosus
* Prevent certain complications of pregnancy (sometimes)
* Treat rheumatic fever and Kawasaki disease (sometimes)","['Aspirin  is used to lower the risk of  blood clots in patients with artificial heart valves or certain heart conditions', 'Aspirin  is used to relieve  mild to moderate pain', 'Aspirin  is used to prevent  heart attacks  ischemic strokes', 'Aspirin  is used to reduce  fever', 'Aspirin  works by stopping the production of  natural substances that cause fever pain swelling and blood clots', 'Aspirin  is sometimes used to prevent  certain complications of pregnancy', 'Aspirin  is used to treat  Rheumatoid arthritis  Osteoarthritis  Systemic lupus erythematosus', 'Aspirin  is sometimes used to treat  rheumatic fever  Kawasaki disease', 'Aspirin  is in a group of medications called  salicylates', 'Aspirin  requires  specific dosage for effectiveness']"
81,topiramate?,Topiramate is used alone or with other medications to treat certain types of seizures including primary generalized tonic-clonic seizures (formerly known as a grand mal seizure; seizure that involves the entire body) and partial onset seizures (seizures that involve only one part of the brain). Topiramate is also used with other medications to control seizures in people who have Lennox-Gastaut syndrome (a disorder that causes seizures and developmental delays). Topiramate is also used to prevent migraine headaches but not to relieve the pain of migraine headaches when they occur. Topiramate is in a class of medications called anticonvulsants. It works by decreasing abnormal excitement in the brain.,"What is topiramate used for?

Output:
Topiramate is prescribed for alcohol dependence, binge eating disorder, essential tremors, and management of alcohol dependence. It is also used to treat primary generalized tonic clonic seizures, partial onset seizures, Lennox Gastaut syndrome, and to prevent migraine headaches.","['Topiramate  is prescribed for  alcohol dependence  binge eating disorder  essential tremors  management of alcohol dependence  treatment of binge eating disorder', 'Topiramate  is used to treat  primary generalized tonic clonic seizures  partial onset seizures  Lennox Gastaut syndrome', 'Topiramate  is available under the brand names  Eprontia® Qudexy XR® Topamax® Trokendi XR®', 'Topiramate  is used to prevent  migraine headaches', 'Topiramate  works by  decreasing abnormal excitement in the brain', 'Topiramate  comes in the form of  tablet  solution  extended release capsule  sprinkle capsule', 'Topiramate  should be stored  at room temperature away from excess heat and moisture', 'Topiramate  may decrease  the effectiveness of hormonal contraceptives', 'Topiramate  may cause  drowsiness  osteoporosis  confusion  weight loss  numbness  kidney stones  serious side effects such as rash skin blisters or skin peeling  changes in mental health including suicidal thoughts', 'Topiramate  should not be taken  if allergic to it  if history of kidney stones  during pregnancy without consulting a doctor  without consulting a doctor if the patient has a history of kidney stones']"
82,levodopa carbidopa what will these drugs do to me if i take alcohol,Alcohol can make the side effects from levodopa and carbidopa worse.,"Based on the provided medical knowledge, there is no specific information about the interaction between levodopa carbidopa and alcohol. Therefore, I cannot provide an answer to this question as it is outside of my training data. It's recommended to consult a healthcare professional for personalized advice on medication interactions with alcohol.","['Carbidopa  prevents  levodopa breakdown before reaching the brain', 'Levodopa  is converted to  dopamine in the brain']"
83,how long should wait to take another medicine after i take azithromycin,"if you are taking antacids containing aluminum hydroxide or magnesium hydroxide (Maalox, Mylanta, Tums, others), you will need to allow some time to pass between when you take a dose of these antacids and when you take a dose of azithromycin tablets or liquid. Ask your doctor or pharmacist how many hours before or after you take azithromycin you may take these medications. The extended-release suspension may be taken at any time with antacids.","There is no specific information provided about how long to wait before taking another medicine after taking azithromycin. The information only provides guidelines on how to take azithromycin, its contraindications, and possible side effects, but does not mention any specific waiting period for taking other medications.","['Azithromycin  should be taken  once a day for 1 5 days  once weekly for MAC prevention  on an empty stomach as a one time dose', 'Azithromycin  comes as  tablet  extended release suspension  suspension', 'Azithromycin  is contraindicated for  patients with liver problems  pregnant or breastfeeding patients  patients with prolonged QT interval', 'If the medication is not effective after two weeks  the doctor may consider  adjusting the dosage or exploring alternative treatments', 'Azithromycin  should be stored at  room temperature', 'Azithromycin  should not be taken with  antacids containing aluminum or magnesium', 'Azithromycin  is prescribed for  bronchitis  pneumonia  sexually transmitted diseases STD  ear infections  lung infections  sinus infections  skin infections  throat infections  reproductive organ infections  disseminated Mycobacterium avium complex MAC infection', 'Azithromycin  is used to treat  bacterial infections', 'Azithromycin  requires  specific dosage', 'Azithromycin  may cause  side effects']"
84,what time of day to take aripiprazole,"Aripiprazole comes as a tablet, a solution (liquid), and an orally disintegrating tablet (tablet that dissolves quickly in the mouth) to take by mouth. It is usually taken once a day with or without food. Take aripiprazole at around the same time every day.","There is no specific information provided about the time of day to take Aripiprazole. The available information focuses on its usage, precautions, and potential side effects, but it does not mention a specific timing for taking the medication. Therefore, I cannot provide an answer to this question based on the given medical knowledge information. It is recommended to consult with a doctor or pharmacist for guidance on when to take Aripiprazole.","['Aripiprazole  is prescribed for  Adults  Teenagers 13 years and older  Children 10 years and older  Children 6 to 17 years of age  Children 6 to 18 years of age', 'Aripiprazole  should not be prescribed for  Older adults with dementia  Children under 18 years for depression unless necessary', 'Aripiprazole  is used to treat  Schizophrenia  Bipolar disorder  Depression  Autistic disorder  Tourettes disorder', 'Aripiprazole  may increase risk of  death in older adults with dementia  stroke in older adults with dementia', 'Aripiprazole  should be monitored for  Hyperglycemia in patients with diabetes', 'Aripiprazole  requires  specific dosage', 'Aripiprazole  may cause  Drowsiness  Suicidal thoughts  Hyperglycemia  Dizziness  Weight gain', 'Specific dosages established by doctor  ensures  effectiveness of treatment', 'Specific dosage  ensures  effectiveness of Clotrimazole Vaginal  effectiveness of Dextroamphetamine  effectiveness of Aripiprazole  effectiveness of Azithromycin  effectiveness of Fluticasone and Vilanterol Oral Inhalation  effectiveness of Desonide Topical  effectiveness of Cyclobenzaprine  effectiveness  effectiveness of Amoxicillin and Clavulanic Acid  effectiveness of Pramipexole  effectiveness of Fluoxetine  effectiveness of fentanyl in pain management  effectiveness of Ciprofloxacin and Dexamethasone Otic  effectiveness of medication  effectiveness of Ezetimibe  effectiveness of Benazepril  effectiveness of Human Insulin Injection  effectiveness of Warfarin  Effectiveness of Pyridostigmine  effectiveness of Codeine  effectiveness of Propranolol', 'Medication  may require  monitoring for side effects when taken with other medications']"
85,what are some side effects nicoderm,"Nicotine skin patches may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

dizziness
headache
nausea
vomiting
diarrhea
redness or swelling at the patch site
If you experience any of the following symptoms, call your doctor immediately:

severe rash or swelling
seizures
abnormal heartbeat or rhythm
difficulty breathing","Some side effects of Nicoderm (Nicotine Transdermal Patch) include headache, nausea, vomiting, dizziness, diarrhea, constipation, dry mouth, tiredness, weakness, irritability, decreased sexual ability, decreased appetite, and stomach pain. Additionally, redness or swelling may occur at the patch site.","['Nicotine Transdermal Patch  may cause side effects  headache  nausea  vomiting  dizziness  diarrhea  redness or swelling at the patch site', 'Nicotine Transdermal Patch  should not be flushed  down the toilet', 'Nicotine Transdermal Patch  should be disposed of  safely out of reach of children and pets', 'Nicotine Transdermal Patch  is prescribed to  help people stop smoking', 'Nicotine Transdermal Patch  may be used for  16 to 24 hours', 'Nicotine Transdermal Patch  requires  specific application to clean dry hairless skin', 'Nicotine Transdermal Patch  should be applied  once a day', 'Side effects  include  Constipation  Headache  Dry mouth  Tiredness  Weakness  Irritability  Decreased sexual ability  Decreased appetite  Stomach pain  Nausea  Vomiting', 'Nicotine Transdermal Patch  is applied  directly to the skin', 'Nicotine Transdermal Patch  provides  source of nicotine to reduce withdrawal symptoms']"
86,"can a patient stop using enalapril if the condition ""stabilize?""",Enalapril controls high blood pressure and heart failure but does not cure them. Continue to take enalapril even if you feel well. Do not stop taking enalapril without talking to your doctor.,"No, there is no information provided that suggests a patient can stop using enalapril if their condition ""stabilize."" In fact, there is no mention of what to do when the condition stabilizes. The provided information only discusses what to do if the medication is not effective after two weeks or in controlling symptoms.","['Enalapril  should not be taken if  the patient is pregnant', 'Enalapril  should be disposed of  through a medicine take back program', 'Enalapril  is prescribed for  high blood pressure  heart failure', 'If the medication is not effective after two weeks  the doctor may consider  adjusting the dosage or exploring alternative treatments', 'Enalapril  should be taken  once or twice a day with or without food', 'Enalapril  may cause  side effects', 'If the medication is not effective in controlling symptoms  then  alternative treatments may be considered  the doctor may consider alternative treatments', 'Enalapril  should be stored  at room temperature away from excess heat and moisture', 'Enalapril  is in the class of medications  ACE inhibitors', 'If the medication is not effective  then  alternative treatments may be considered']"
87,rosuvastatin calcium what are the side effects,"Rosuvastatin may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

constipation
stomach pain
dizziness
difficulty falling asleep or staying asleep
depression
joint pain
headache
memory loss or forgetfulness
confusion
Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately or get emergency medical help:

:

muscle pain, tenderness, or weakness
lack of energy
fever
chest pain
yellowing of the skin or eyes
dark colored urine
pain in the upper right part of the abdomen
nausea
extreme tiredness
weakness
unusual bleeding or bruising
loss of appetite
flu-like symptoms
rash
hives
itching
difficulty breathing or swallowing
swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs
hoarseness
Rosuvastatin may cause other side effects. Call your doctor if you have any unusual problems while taking this medication.","Based on the provided medical knowledge information, the side effects of Rosuvastatin Calcium include:

* Hives
* Dryness
* Redness
* Itching
* Swelling
* Constipation
* Headache
* Dry mouth
* Tiredness
* Weakness
* Irritability
* Decreased sexual ability
* Decreased appetite
* Stomach pain
* Nausea
* Vomiting
* Dizziness
* Lightheadedness
* Cough
* Burning
* Diarrhea
* Stinging
* Irritation
* Pain
* Sore throat

Please note that this is not an exhaustive list and it's always best to consult with a healthcare professional for personalized medical advice.","['Rosuvastatin  may cause  side effects', 'Rosuvastatin  is used to  reduce risk of heart attack and stroke', 'Rosuvastatin  is prescribed for  familial heterozygous hypercholesterolemia  familial homozygous hypercholesterolemia', 'Side Effects  include  Hives  Dryness  Redness  Itching  Swelling', 'Side effects  include  Constipation  Headache  Dry mouth  Tiredness  Weakness  Irritability  Decreased sexual ability  Decreased appetite  Stomach pain  Nausea  Vomiting', 'Side effects  may include  headache  nausea  dizziness  lightheadedness  cough', 'If Rosuvastatin is not effective  then  alternative treatments may be considered', 'Rosuvastatin  works by  slowing the production of cholesterol in the body', 'side effects  include  redness  burning  swelling  diarrhea  stinging  irritation  dryness  hives  pain  sore throat', 'Rosuvastatin  should be stored  at room temperature and away from children']"
88,what are iron injections,Iron sucrose injection is used treat iron-deficiency anemia (a lower than normal number of red blood cells due to too little iron) in people with chronic kidney disease (damage to the kidneys which may worsen over time and may cause the kidneys to stop working). Iron sucrose injection is in a class of medications called iron replacement products. It works by replenishing iron stores so that the body can make more red blood cells.,"Iron injections, specifically Iron Sucrose Injection (Venofer), are a type of iron replacement product used to treat iron deficiency anemia. They work by replenishing iron stores and are commonly administered intravenously over 2-5 minutes or 15 minutes to 4 hours in patients with chronic kidney disease.","['Iron Sucrose Injection  is also known as  Venofer®  Iron Saccharate  Iron Sucron Complex', 'Iron Sucrose Injection  belongs to the class of  iron replacement products', 'Iron Sucrose Injection  is injected over  2 to 5 minutes or 15 minutes to 4 hours', 'Iron Sucrose Injection  is prescribed for  iron deficiency anemia', 'Iron Sucrose Injection  is used in patients with  chronic kidney disease', 'Iron Sucrose Injection  works by  replenishing iron stores', 'Iron Sucrose Injection  is administered  intravenously', 'Iron Sucrose Injection  requires  monitoring for side effects during administration', 'Iron Sucrose Injection  may cause  severe reactions', 'If the patient has allergies to other iron injections  then  they should inform their doctor before receiving Iron Sucrose Injection']"
